Beer,Brewery,Style,YourRating,GlobalRating
Blueberry Love Muffin Sour,Barn Town Brewing,Sour - Smoothie / Pastry,4.75,4.18
Move Aside & Let the Mango Through,Barn Town Brewing,Sour - Smoothie / Pastry,4.25,4.26
Chowdah,Barn Town Brewing,IPA - Imperial / Double,4.25,3.98
Rally Round the Family,Barn Town Brewing,IPA - New England / Hazy,4,3.79
Barrel Aged Cicada Killer (w/ Coconut) (2019),Barn Town Brewing,Stout - Imperial / Double,4.5,4.43
Barrel Aged Cicada Killer (2019),Barn Town Brewing,Stout - Imperial / Double,4.5,4.23
Cicada Killer Maple Coffee (2019),Barn Town Brewing,Stout - Imperial / Double,4.5,4.29
Cicada Killer with Maple (2019),Barn Town Brewing,Stout - Imperial / Double,4.5,4.2
Fat Tire,New Belgium Brewing Company,Red Ale - American Amber / Red,3.5,3.58
ChewBOCKa,Confluence Brewing Company,Bock - Doppelbock,3.75,3.8
Hazepocalypse: Nuclear Free Zone,Big Grove Brewery,IPA - New England / Hazy,4.25,3.99
Blood Orange Brew Free! or Die,21st Amendment Brewery,IPA - American,3.75,3.78
Brut IPA,Surly Brewing Company,IPA - Brut,3.75,3.72
Extinction Event - Idaho 7 & Citra,Confluence Brewing Company,IPA - New England / Hazy,4.5,4.17
BA Waffle Stout,Backpocket Brewing,Stout - Imperial / Double Pastry,4.5,4.16
Black Note Stout (2017),Bell's Brewery,Stout - Imperial / Double,4.75,4.38
Kentucky Breakfast Stout (KBS) (2018),Founders Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.4
Smoked Porter (2017),Alaskan Brewing Co.,Smoked Beer,4.25,3.95
Hazepocalypse: Wish You Were Here,Big Grove Brewery,IPA - New England / Hazy,4,4.08
Hopsmack! ,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4.5,4.18
Sir Moch-A-Lot,Exile Brewing Company,Stout - Milk / Sweet,4,3.78
Tropical Burn Mango DIPA,Firetrucker Brewery,IPA - Imperial / Double,4.25,3.85
Uptown IPA,Firetrucker Brewery,IPA - American,3.75,3.57
(512) Whiskey Barrel Aged Double Pecan Porter,(512) Brewing Company,Porter - Imperial / Double,4.25,4.19
Electric Jellyfish,Pinthouse Pizza,IPA - New England / Hazy,4.25,4.08
Hazepocalypse: Survival Kit ,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.25,4.07
Pulp Non-Fiction,Barn Town Brewing,IPA - New England / Hazy,4.5,4.12
Fountain of Youth,Madhouse Brewing Company,Wild Ale - American,4,4.02
Freedom Toast (2019),Madhouse Brewing Company,Scotch Ale / Wee Heavy,4.25,4.42
Mornin' Latte Imperial Coffee Milk Stout,Toppling Goliath Brewing Co.,Stout - Imperial / Double Milk,4.5,4.08
Hazepocalypse: Duck And Cover,Big Grove Brewery,IPA - New England / Hazy,3.75,4.12
Hopslam Ale (2019),Bell's Brewery,IPA - Imperial / Double,4.25,4.23
Stone IPA,Stone Brewing,IPA - American,4,3.76
Passion Fruit Nectar,Redstone Meadery,Mead - Melomel,4,3.63
Boxcar Speedway Stout,AleSmith Brewing Company,Stout - Imperial / Double Coffee,4.75,4.33
The Pupil,Societe Brewing Company,IPA - American,4,3.98
Blood Orange Wit,Refuge Brewery,Wheat Beer - Witbier / Blanche,3.5,3.58
Peanut Butter Milk Stout,Belching Beaver Brewery,Stout - Milk / Sweet,4.5,4
Orderville,Modern Times Beer,IPA - New England / Hazy,3.75,3.92
Corona Light,Grupo Modelo,Lager - Mexican,1.25,2.79
Duet,Alpine Beer Company,IPA - American,4,3.96
Hill Hopper Pale Ale,Confluence Brewing Company,Pale Ale - American,4,3.87
6th Anniversary Stout,Backpocket Brewing,Stout - Russian Imperial,5,4.33
Shiner S'More,Spoetzl Brewery,Brown Ale - American,4.25,3.62
Dragon's Milk Reserve: Orange Chocolate,New Holland Brewing,Stout - Imperial / Double,3.75,3.7
Vanilla Noir,Prairie Artisan Ales,Stout - Imperial / Double Oatmeal,4.5,4.28
Vanilla Big Hugs,Half Acre Beer Company,Stout - Imperial / Double,4.25,4.04
Rhythm Is Life,Mikerphone Brewing,Stout - Imperial / Double,4.25,4.12
The Nuttiest Professor,Avery Brewing Co.,Stout - Imperial / Double,4,4.18
Cran-bic (2018),New Glarus Brewing Company,Lambic - Fruit,4,4.14
"Hazepocalypse: Peace, Freedom, And Bacon & Eggs",Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.5,4.14
Jesus On A Forklift,Exile Brewing Company,Stout - Imperial / Double,4.5,4.06
Dragon's Milk Reserve: S’mores (2018),New Holland Brewing,Stout - Imperial / Double,4,4.26
Supa' Sumo,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4.5,4.26
Salted Caramel Latte Stout,Jackson Street Brewing,Stout - Imperial / Double Coffee,4.5,4.22
Bourbon County Brand Midnight Orange Stout (2018),Goose Island Beer Co.,Stout - Imperial / Double,4.75,4.28
Li'l Tart,515 Brewing Company,Sour - Berliner Weisse,4,3.46
Double Dry Hop Pseudo Sue,Toppling Goliath Brewing Co.,Pale Ale - New England / Hazy,4.75,4.33
Flagchip,Barn Town Brewing,Stout - Imperial / Double Milk,4.5,4.01
Even More Jesus Bourbon Maple Syrup Barrel-Aged,Evil Twin Brewing,Stout - Imperial / Double,4.25,4.33
El Jefe (2015),Madhouse Brewing Company,Stout - Imperial / Double,4.25,4.1
Raspberry Tart,New Glarus Brewing Company,Lambic - Framboise,4.5,4.2
"Gamma, Gamma Ray!",Toppling Goliath Brewing Co.,IPA - Imperial / Double New England / Hazy,4.25,4.09
Spotted Cow,New Glarus Brewing Company,Farmhouse Ale - Other,3,3.89
V.I.P. (2018),Madhouse Brewing Company,Porter - Imperial / Double,4.75,4.35
Batch 1000 Hazy Double IPA,Confluence Brewing Company,IPA - Imperial / Double New England / Hazy,4,4.1
Pomegranate Bohemian,Exile Brewing Company,Sour - Berliner Weisse,4.25,3.87
Barrel-Aged Pentagram,Surly Brewing Company,Sour - Other,4.5,4.09
Sosus,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4.5,4.26
Candy Is Dandy,Flix Brewhouse,Porter - Other,3.75,3.62
Enthusiast Double IPA,Flix Brewhouse,IPA - Imperial / Double New England / Hazy,3.25,3.88
Cicada Killer (Red) (2018),Barn Town Brewing,Stout - Imperial / Double,4,4.09
Appaloosa,Barn Town Brewing,IPA - New England / Hazy,4.5,4.11
Gold Coin,Backpocket Brewing,Lager - Helles,3.5,3.45
Ruthie,Exile Brewing Company,Lager - Pale,3.5,3.59
Life Is Rhythm,Barn Town Brewing,Stout - Imperial / Double Milk,4.25,3.98
Pineapple Leche,Backpocket Brewing,IPA - Milkshake,4,4.01
Willettized Coffee Stout (2018),Lagunitas Brewing Company,Stout - Imperial / Double Coffee,4,4.2
Dragon's Milk Reserve: Banana Coconut,New Holland Brewing,Stout - Imperial / Double,4,4.09
Wake the F Up Iowa,Backpocket Brewing,Stout - Imperial / Double Coffee,4.5,4.2
Bourbon County Brand Coffee Barleywine (2018),Goose Island Beer Co.,Barleywine - English,4.75,4.29
Looky Looky,Barn Town Brewing,IPA - Imperial / Double New England / Hazy,4.5,4.16
Bourbon Barrel-Aged Ten FIDY (2018),Oskar Blues Brewery,Stout - Imperial / Double,4.75,4.38
Old Brompton English Barleywine,Court Avenue Brewing Company,Barleywine - English,4,3.81
The Series #8 - Tropical IPA,Court Avenue Brewing Company,IPA - American,4,3.69
CABCo. Session Ale,Court Avenue Brewing Company,Blonde Ale,2.75,3.4
Honest Lawyer IPA,Court Avenue Brewing Company,IPA - American,4,3.53
Heads Will Roll,Mikerphone Brewing,IPA - American,4.25,4.12
Bourbon County Brand Stout (2018) 14.7%,Goose Island Beer Co.,Stout - Imperial / Double,5,4.47
Beatnik Sour,Exile Brewing Company,Sour - Berliner Weisse,4,3.7
Serendipity,New Glarus Brewing Company,Fruit Beer,4,4.2
Cocoa Mint Milk Stout,SingleSpeed Brewing Company,Stout - Milk / Sweet,4,3.7
Moon Man,New Glarus Brewing Company,Pale Ale - American,3.75,3.83
Harvest Ale,Founders Brewing Co.,IPA - American,4,3.93
Easy Eddy,Big Grove Brewery,IPA - New England / Hazy,4.5,3.94
Bud Light,Anheuser-Busch,Lager - American Light,0.25,2.33
Darkness,Surly Brewing Company,Stout - Russian Imperial,4.5,4.2
Killer Queen,Flix Brewhouse,IPA - Brut,3.75,3.53
Triwizard Tripel,Flix Brewhouse - Des Moines,Belgian Tripel,4,3.84
Zach's Mexican Donuts,SingleSpeed Brewing Company,Stout - Oatmeal,4,3.95
OG,Peace Tree Brewing Company,Sour - Fruited Gose,4,3.72
Drumroll,Odell Brewing Co.,Pale Ale - New England / Hazy,3.75,3.75
SeaQuench Ale,Dogfish Head Craft Brewery,Sour - Fruited Gose,3.75,3.7
Foeder John's Sour Ale,Confluence Brewing Company,Sour - Other,3.75,3.66
Turtle Hunter,Big Grove Brewery,IPA - New England / Hazy,4.5,4.11
Changeling - Dark Sour Ale,Boulevard Brewing Co.,Wild Ale - American,4.5,3.97
Dark Infusion Coffee Milk Stout,Summit Brewing Company,Stout - Imperial / Double Milk,4,4.03
Breakfast Stout,Founders Brewing Co.,Stout - Oatmeal,4,4.12
Brown Shugga',Lagunitas Brewing Company,Strong Ale - American,3,3.74
Acova Black Walnut Ale,Firetrucker Brewery,Brown Ale - American,4,3.79
Sobremesa Stout,Exile Brewing Company,Stout - Other,4,3.74
Color TV,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.25,4.25
lo-pHizzibility,SingleSpeed Brewing Company,Sour - Berliner Weisse,3.75,3.81
Coconut CocO Stout,West O Beer,Stout - American,4,3.83
"Fire, Skulls & Money",Toppling Goliath Brewing Co.,IPA - New England / Hazy,4.75,4.22
Canadian Breakfast Stout (CBS) (2017),Founders Brewing Co.,Stout - Imperial / Double Coffee,5,4.52
Chocolate Peanut Butter Treat,Jackson Street Brewing,Porter - Imperial / Double,4.25,4.12
Extinction Event - Cashmere & Mosaic,Confluence Brewing Company,IPA - New England / Hazy,4,4.06
Des Moines IPA,Confluence Brewing Company,IPA - American,3.75,3.77
Tip the Cow,SingleSpeed Brewing Company,Stout - Coffee,4,3.97
Radial IPA,Infusion Brewing Company,IPA - American,3,3.6
Canadian Breakfast Stout (CBS) (2018),Founders Brewing Co.,Stout - Imperial / Double Coffee,5,4.44
Jeremy and the Giant Peach,SingleSpeed Brewing Company,Sour - Fruited,4,3.7
Golden Nugget,Toppling Goliath Brewing Co.,IPA - American,4.5,3.99
CocO Stout,West O Beer,Stout - Milk / Sweet,4,3.9
Pseudo Sue,Toppling Goliath Brewing Co.,Pale Ale - American,4.25,4.13
Barrel Aged Oktoberfest,Millstream Brewing,Märzen,4,3.96
Des Moines 26.2 Brew,Samuel Adams,Wheat Beer - Witbier / Blanche,5,3.34
Axe Man,Surly Brewing Company,IPA - American,4,4.13
Curmudgeon’s Better Half (2018),Founders Brewing Co.,Old Ale,3.75,4.17
Lemon Blueberry Bar,Backpocket Brewing,Sour - Smoothie / Pastry,4.5,3.87
Umbra Chocostout,Flix Brewhouse,Stout - Milk / Sweet,3.75,3.74
C Is For Cherry,Evil Twin Brewing,Sour - Fruited Gose,4,3.82
Summer Jam,Big Grove Brewery,Sour - Fruited Berliner Weisse,4,3.9
Strawberry Cream Pop,Decadent Ales,IPA - Imperial / Double Milkshake,3.75,3.86
Ekuanot Touch This NEIPA,5ive Cities Brewing,IPA - New England / Hazy,3.75,3.79
Brewer's Reserve Cassian Sunset (2018),Central Waters Brewing Company,Stout - Imperial / Double Coffee,4.25,4.27
Thresher,Toppling Goliath Brewing Co.,Wheat Beer - American Pale Wheat,4,3.97
Milkshake IPA,Untitled Art,IPA - Milkshake,4,4.15
Bourbon County Brand Stout,Goose Island Beer Co.,Stout - Imperial / Double,5,4.38
Pompeii,Toppling Goliath Brewing Co.,IPA - American,4.25,4.04
IPA,Lagunitas Brewing Company,IPA - American,3.5,3.71
S’mores Porter,Backpocket Brewing,Porter - American,3.75,3.64
OJ IPA,515 Brewing Company,Wheat Beer - American Pale Wheat,4,3.88
Stone Xocoveza,Stone Brewing,Stout - Imperial / Double Milk,4.25,4.03
Oktoberfest,Exile Brewing Company,Märzen,3,3.72
Carpe Diem (2018),Madhouse Brewing Company,Stout - Imperial / Double,5,4.5
Maple Pecanye West,Barn Town Brewing,Stout - Imperial / Double Milk,4.75,4.26
Willettized Coffee Stout (2017),Lagunitas Brewing Company,Stout - Imperial / Double Coffee,4.75,4.23
Cucumber Crush,10 Barrel Brewing Co.,Sour - Berliner Weisse,4,3.79
Abraxxxas,Freigeist Bierkultur,Historical Beer - Lichtenhainer,4,3.49
Decorah's Sweetheart,Pulpit Rock Brewing Company,IPA - American,4.5,4.2
G.C. Nebula,Exile Brewing Company,IPA - Imperial / Double,4,3.99
Saftshake,Pulpit Rock Brewing Company,IPA - New England / Hazy,4.25,4.22
Rhyme Animal,Pulpit Rock Brewing Company,IPA - Imperial / Double,5,4.3
A House Divided,Backpocket Brewing,IPA - New England / Hazy,4,3.92
Sunkissed Sour,Kalona Brewing Company,Sour - Other,4,3.45
King Sue,Toppling Goliath Brewing Co.,IPA - Imperial / Double New England / Hazy,4.75,4.32
Busch Light,Anheuser-Busch,Lager - American Light,3,2.55
Candy Shane Stout,Rock Bottom Restaurant & Brewery,Stout - American,2,3.38
